Company;Product;Energy_kcal;Carbs_g;Protein_g;Fat_g;Price_TL;Category;Protein_Source;Size;Brand_Tier;Calorie_per_TL;Protein_per_TL;Fat_Ratio;Protein_Ratio;Carb_Ratio;Is_Premium;Total_Macros_g;Price_per_Macro_g;Price_Segment
Usta Dönerci;Porsiyon Tavuk Döner;599,3;62,9;35,7;20,07;290;Döner;Chicken;Regular;Local Chain;2,07;0,1231;30,1;23,8;42;0;118,7;2,44;Below Median
Usta Dönerci;Et Tombik;579;61,2;19,06;27,07;320;Döner;Beef;Regular;Local Chain;1,81;0,0596;42,1;13,2;42,3;0;107,3;2,98;Below Median
Usta Dönerci;İskender Et;1039,4;79,7;30,08;65,9;400;Döner;Mixed/Processed Meat;Regular;Local Chain;2,6;0,0752;57,1;11,6;30,7;0;175,7;2,28;Above Median
Usta Dönerci;İskender Et (Büyük Seçim);1122,7;79,5;34,6;73,4;400;Döner;Mixed/Processed Meat;Large;Local Chain;2,81;0,0865;58,8;12,3;28,3;0;187,5;2,13;Above Median
Usta Dönerci;İskender Et (Mega Seçim);1207;79,5;38,5;80,9;400;Döner;Mixed/Processed Meat;Large;Local Chain;3,02;0,0962;60,3;12,8;26,3;1;198,9;2,01;Above Median
Usta Dönerci;Eko İskender;832;76,1;24,09;47,1;400;Döner;Mixed/Processed Meat;Regular;Local Chain;2,08;0,0602;50,9;11,6;36,6;0;147,3;2,72;Above Median
Usta Dönerci;Baget Et Döner;459;51,3;6,06;22,03;320;Döner;Beef;Regular;Local Chain;1,43;0,0189;43,2;5,3;44,7;0;79,4;4,03;Below Median
Usta Dönerci;Pilav Üstü Et Döner;787,9;84,8;23,02;37,7;355;Döner;Beef;Regular;Local Chain;2,22;0,0648;43,1;11,7;43,1;0;145,5;2,44;Above Median
Usta Dönerci;Porsiyon Et Döner;654,3;62,9;21,02;33,6;355;Döner;Beef;Regular;Local Chain;1,84;0,0592;46,2;12,9;38,5;0;117,5;3,02;Above Median
Usta Dönerci;Dürüm Et Döner;952,3;81,8;25,05;52,6;355;Döner;Beef;Regular;Local Chain;2,68;0,0706;49,7;10,5;34,4;0;159,4;2,23;Above Median
Usta Dönerci;Adana Dürüm;735,6;67,9;31,05;29,01;300;Wrap/Dürüm;Beef;Regular;Local Chain;2,45;0,1035;35,5;16,9;36,9;0;128;2,34;Below Median
Usta Dönerci;Cheddar Peynirli Adana Dürüm;823,5;68,3;36,7;36,4;310;Wrap/Dürüm;Beef;Regular;Local Chain;2,66;0,1184;39,8;17,8;33,2;0;141,4;2,19;Below Median
Usta Dönerci;Adana Dürüm Kibrit Patatesli;793,8;77,7;32,3;30,09;305;Wrap/Dürüm;Beef;Regular;Local Chain;2,6;0,1059;34,1;16,3;39,2;0;140,1;2,18;Below Median
Usta Dönerci;Kids Et Döner Burger;242,2;29,01;9,01;10,01;285;Kids Menu;Beef;Regular;Local Chain;0,85;0,0316;37,2;14,9;47,9;0;48;5,94;Below Median
Usta Dönerci;Kids Tavuk Döner Burger;225,7;29,01;13,05;6,03;260;Kids Menu;Chicken;Regular;Local Chain;0,87;0,0502;24;23,1;51,4;0;48,1;5,41;Below Median
Usta Dönerci;Tombik Köfte;623,1;63,7;21,02;31,01;295;Döner;Beef;Regular;Local Chain;2,11;0,0713;44,8;13,5;40,9;0;115,7;2,55;Below Median
Usta Dönerci;Kibrit Patatesli Köfte Dürüm;841,9;79,7;25,02;39;305;Wrap/Dürüm;Beef;Regular;Local Chain;2,76;0,082;41,7;11,9;37,9;0;143,7;2,12;Below Median
Usta Dönerci;Kibrit Patatesli Cheddarlı Köfte Dürüm;929,8;80;30,04;46,2;310;Wrap/Dürüm;Beef;Regular;Local Chain;3;0,0969;44,7;12,9;34,4;0;156,2;1,98;Below Median
Usta Dönerci;Köfte Dürüm;781,9;69,5;24,06;37,2;295;Wrap/Dürüm;Beef;Regular;Local Chain;2,65;0,0816;42,8;12,3;35,6;0;130,8;2,26;Below Median
Usta Dönerci;Cheddarlı Köfte Dürüm;871,2;71,5;28,03;50,7;310;Wrap/Dürüm;Beef;Regular;Local Chain;2,81;0,0904;52,4;12,9;32,8;0;150,2;2,06;Below Median
Usta Dönerci;500 gram Et Döner;1405;0;65;125;985;Bulk Portion;Beef;Regular;Local Chain;1,43;0,066;80,1;18,5;0;0;190;5,18;Above Median
Usta Dönerci;1000 gram Et Döner;2810;0;130;250;1820;Bulk Portion;Beef;Large;Local Chain;1,54;0,0714;80,1;18,5;0;0;380;4,79;Above Median
Usta Dönerci;500 gram Tavuk Döner;1130;0,1;137,3;60,6;610;Bulk Portion;Chicken;Regular;Local Chain;1,85;0,2251;48,3;48,6;0;0;198;3,08;Above Median
Usta Dönerci;1000 gram Tavuk Döner;2260;0,1;274,6;121,2;1040;Bulk Portion;Chicken;Large;Local Chain;2,17;0,264;48,3;48,6;0;0;395,9;2,63;Above Median
